Timestamp,CPU_Usage(%),RAM_Usage(%),GPU_Usage(%),GPU_Memory_Usage(%),GPU_Memory_Access_Usage(%)
2024-06-22 18:16:53,0.11,0.89,99,14.00,2
2024-06-22 18:16:54,0.11,0.89,99,14.00,3
2024-06-22 18:16:55,0.11,0.89,99,14.00,3
2024-06-22 18:16:56,0.12,0.89,99,14.00,3
2024-06-22 18:16:57,0.12,0.89,99,14.00,3
2024-06-22 18:16:58,0.12,0.89,99,14.00,3
2024-06-22 18:16:59,0.12,0.89,99,14.00,2
2024-06-22 18:17:00,0.12,0.89,99,14.00,2
2024-06-22 18:17:01,0.12,0.89,99,14.00,2
2024-06-22 18:17:02,0.13,0.89,99,14.00,2
2024-06-22 18:17:03,0.13,0.89,99,14.00,3
2024-06-22 18:17:04,0.13,0.89,99,14.00,3
2024-06-22 18:17:05,0.13,0.89,99,14.00,3
2024-06-22 18:17:06,0.13,0.89,99,14.00,3
2024-06-22 18:17:07,0.13,0.89,99,14.00,3
2024-06-22 18:17:08,0.14,0.89,99,14.00,2
2024-06-22 18:17:10,0.14,0.89,99,14.00,3
2024-06-22 18:17:11,0.14,0.89,99,14.00,3
2024-06-22 18:17:12,0.14,0.89,99,14.00,3
2024-06-22 18:17:13,0.14,0.89,99,14.00,3
2024-06-22 18:17:14,0.14,0.89,99,14.00,3
2024-06-22 18:17:15,0.15,0.89,99,14.00,3
2024-06-22 18:17:16,0.15,0.89,99,14.00,2
2024-06-22 18:17:17,0.15,0.89,99,14.00,2
2024-06-22 18:17:18,0.15,0.89,99,14.00,2
2024-06-22 18:17:19,0.15,0.89,99,14.00,3
2024-06-22 18:17:20,0.15,0.89,99,14.00,2
2024-06-22 18:17:21,0.16,0.89,99,14.00,2
2024-06-22 18:17:22,0.16,0.89,99,14.00,3
2024-06-22 18:17:23,0.16,0.89,99,14.00,2
2024-06-22 18:17:24,0.16,0.89,99,14.00,2
2024-06-22 18:17:25,0.16,0.89,99,14.00,3
2024-06-22 18:17:26,0.16,0.89,99,14.00,2
2024-06-22 18:17:27,0.17,0.89,99,14.00,3
2024-06-22 18:17:28,0.17,0.89,98,14.00,2
2024-06-22 18:17:29,0.17,0.89,99,14.00,2
2024-06-22 18:17:31,0.17,0.89,99,14.00,3
2024-06-22 18:17:32,0.17,0.89,99,14.00,2
2024-06-22 18:17:33,0.17,0.89,99,14.00,2
2024-06-22 18:17:34,0.17,0.89,99,14.00,3
2024-06-22 18:17:35,0.18,0.89,99,14.00,2
2024-06-22 18:17:36,0.18,0.89,99,14.00,2
2024-06-22 18:17:37,0.18,0.89,99,14.00,3
2024-06-22 18:17:38,0.18,0.89,99,14.00,2
2024-06-22 18:17:39,0.18,0.89,99,14.00,3
2024-06-22 18:17:40,0.18,0.89,99,14.00,2
2024-06-22 18:17:41,0.19,0.89,99,14.00,2
2024-06-22 18:17:42,0.19,0.89,99,14.00,3
2024-06-22 18:17:43,0.19,0.89,99,14.00,2
2024-06-22 18:17:44,0.19,0.89,99,14.00,3
2024-06-22 18:17:45,0.19,0.89,99,14.00,2
2024-06-22 18:17:46,0.19,0.89,99,14.00,2
2024-06-22 18:17:47,0.20,0.89,99,14.00,3
2024-06-22 18:17:48,0.20,0.89,99,14.00,2
2024-06-22 18:17:49,0.20,0.89,99,14.00,3
2024-06-22 18:17:50,0.20,0.89,99,14.00,2
2024-06-22 18:17:52,0.20,0.89,99,14.00,2
2024-06-22 18:17:53,0.20,0.89,99,14.00,3
2024-06-22 18:17:54,0.20,0.89,99,14.00,2
2024-06-22 18:17:55,0.21,0.89,99,14.00,3
2024-06-22 18:17:56,0.21,0.89,99,14.00,2
2024-06-22 18:17:57,0.21,0.89,99,14.00,2
2024-06-22 18:17:58,0.21,0.89,99,14.00,2
2024-06-22 18:17:59,0.21,0.89,99,14.00,2
2024-06-22 18:18:00,0.21,0.89,99,14.00,2
2024-06-22 18:18:01,0.22,0.89,99,14.00,3
2024-06-22 18:18:02,0.22,0.89,99,14.00,2
2024-06-22 18:18:03,0.22,0.89,99,14.00,3
2024-06-22 18:18:04,0.22,0.89,99,14.00,2
2024-06-22 18:18:05,0.22,0.89,99,14.00,2
2024-06-22 18:18:06,0.22,0.89,99,14.00,2
2024-06-22 18:18:07,0.23,0.89,99,14.00,2
2024-06-22 18:18:08,0.23,0.89,100,14.00,2
2024-06-22 18:18:09,0.23,0.89,99,14.00,2
2024-06-22 18:18:10,0.23,0.89,99,14.00,3
2024-06-22 18:18:11,0.23,0.89,99,14.00,2
2024-06-22 18:18:12,0.23,0.89,99,14.00,2
2024-06-22 18:18:14,0.23,0.89,99,14.00,3
2024-06-22 18:18:15,0.24,0.89,99,14.00,2
2024-06-22 18:18:16,0.24,0.89,99,14.00,3
2024-06-22 18:18:17,0.24,0.89,99,14.00,2
2024-06-22 18:18:18,0.24,0.89,99,14.00,3
2024-06-22 18:18:19,0.24,0.89,99,14.00,3
2024-06-22 18:18:20,0.24,0.89,99,14.00,2
2024-06-22 18:18:21,0.25,0.89,99,14.00,2
2024-06-22 18:18:22,0.25,0.89,99,14.00,3
2024-06-22 18:18:23,0.25,0.89,99,14.00,3
2024-06-22 18:18:24,0.25,0.89,99,14.00,2
2024-06-22 18:18:25,0.25,0.89,99,14.00,2
2024-06-22 18:18:26,0.25,0.89,99,14.00,2
2024-06-22 18:18:27,0.25,0.89,99,14.00,2
2024-06-22 18:18:28,0.26,0.89,99,14.00,3
2024-06-22 18:18:29,0.26,0.89,99,14.00,2
2024-06-22 18:18:30,0.26,0.89,99,14.00,2
2024-06-22 18:18:31,0.26,0.89,99,14.00,2
2024-06-22 18:18:32,0.26,0.89,99,14.00,2
2024-06-22 18:18:33,0.26,0.89,99,14.00,2
2024-06-22 18:18:35,0.26,0.89,99,14.00,2
2024-06-22 18:18:36,0.27,0.89,99,14.00,3
2024-06-22 18:18:37,0.27,0.89,99,14.00,2
2024-06-22 18:18:38,0.27,0.89,99,14.00,2
2024-06-22 18:18:39,0.27,0.89,99,14.00,3
2024-06-22 18:18:40,0.27,0.89,99,14.00,2
2024-06-22 18:18:41,0.27,0.89,99,14.00,3
2024-06-22 18:18:42,0.28,0.89,99,14.00,2
2024-06-22 18:18:43,0.28,0.89,99,14.00,3
2024-06-22 18:18:44,0.28,0.89,99,14.00,2
2024-06-22 18:18:45,0.28,0.89,99,14.00,3
2024-06-22 18:18:46,0.28,0.89,99,14.00,2
2024-06-22 18:18:47,0.28,0.89,99,14.00,2
2024-06-22 18:18:48,0.28,0.89,99,14.00,3
2024-06-22 18:18:49,0.29,0.89,99,14.00,2
2024-06-22 18:18:50,0.29,0.89,99,14.00,3
2024-06-22 18:18:51,0.29,0.89,99,14.00,2
2024-06-22 18:18:52,0.29,0.89,99,14.00,2
2024-06-22 18:18:53,0.29,0.89,99,14.00,2
2024-06-22 18:18:54,0.29,0.89,99,14.00,3
2024-06-22 18:18:56,0.29,0.89,99,14.00,3
2024-06-22 18:18:57,0.30,0.89,99,14.00,2
2024-06-22 18:18:58,0.30,0.89,99,14.00,2
2024-06-22 18:18:59,0.30,0.89,99,14.00,3
2024-06-22 18:19:00,0.30,0.89,99,14.00,3
2024-06-22 18:19:01,0.30,0.89,99,14.00,2
2024-06-22 18:19:02,0.30,0.89,99,14.00,2
2024-06-22 18:19:03,0.30,0.89,99,14.00,2
2024-06-22 18:19:04,0.31,0.89,99,14.00,3
2024-06-22 18:19:05,0.31,0.89,99,14.00,3
2024-06-22 18:19:06,0.31,0.89,100,14.00,2
2024-06-22 18:19:07,0.31,0.89,99,14.00,2
2024-06-22 18:19:08,0.31,0.89,99,14.00,2
2024-06-22 18:19:09,0.31,0.89,99,14.00,2
2024-06-22 18:19:10,0.32,0.89,99,14.00,2
2024-06-22 18:19:11,0.32,0.89,99,14.00,3
2024-06-22 18:19:12,0.32,0.89,99,14.00,2
2024-06-22 18:19:13,0.32,0.89,99,14.00,3
2024-06-22 18:19:14,0.32,0.89,99,14.00,2
2024-06-22 18:19:15,0.32,0.89,99,14.00,3
2024-06-22 18:19:17,0.32,0.89,99,14.00,3
2024-06-22 18:19:18,0.33,0.89,99,14.00,2
2024-06-22 18:19:19,0.33,0.89,99,14.00,2
2024-06-22 18:19:20,0.33,0.89,99,14.00,2
2024-06-22 18:19:21,0.33,0.89,99,14.00,2
2024-06-22 18:19:22,0.33,0.89,99,14.00,2
2024-06-22 18:19:23,0.33,0.89,99,14.00,3
2024-06-22 18:19:24,0.33,0.89,99,14.00,3
2024-06-22 18:19:25,0.34,0.89,99,14.00,3
2024-06-22 18:19:26,0.34,0.89,99,14.00,3
2024-06-22 18:19:27,0.34,0.89,99,14.00,2
2024-06-22 18:19:28,0.34,0.89,99,14.00,2
2024-06-22 18:19:29,0.34,0.89,99,14.00,2
2024-06-22 18:19:30,0.34,0.89,99,14.00,2
2024-06-22 18:19:31,0.34,0.89,99,14.00,2
2024-06-22 18:19:32,0.35,0.89,99,14.00,2
2024-06-22 18:19:33,0.35,0.89,99,14.00,3
2024-06-22 18:19:34,0.35,0.89,99,14.00,3
2024-06-22 18:19:35,0.35,0.89,99,14.00,3
2024-06-22 18:19:37,0.35,0.89,99,14.00,3
2024-06-22 18:19:38,0.35,0.89,99,14.00,2
2024-06-22 18:19:39,0.35,0.89,99,14.00,2
2024-06-22 18:19:40,0.36,0.89,99,14.00,2
2024-06-22 18:19:41,0.36,0.89,99,14.00,2
2024-06-22 18:19:42,0.36,0.89,99,14.00,2
2024-06-22 18:19:43,0.36,0.89,99,14.00,2
2024-06-22 18:19:44,0.36,0.89,99,14.00,2
2024-06-22 18:19:45,0.36,0.89,99,14.00,2
2024-06-22 18:19:46,0.36,0.89,99,14.00,3
2024-06-22 18:19:47,0.37,0.89,99,14.00,2
2024-06-22 18:19:48,0.37,0.89,99,14.00,2
2024-06-22 18:19:49,0.37,0.89,99,14.00,2
2024-06-22 18:19:50,0.37,0.89,99,14.00,2
2024-06-22 18:19:51,0.37,0.89,99,14.00,2
2024-06-22 18:19:52,0.37,0.89,99,14.00,2
2024-06-22 18:19:53,0.37,0.89,99,14.00,3
2024-06-22 18:19:54,0.37,0.89,99,14.00,2
2024-06-22 18:19:55,0.38,0.89,99,14.00,2
2024-06-22 18:19:56,0.38,0.89,99,14.00,3
2024-06-22 18:19:58,0.38,0.89,99,14.00,3
2024-06-22 18:19:59,0.38,0.89,99,14.00,2
2024-06-22 18:20:00,0.38,0.89,99,14.00,2
2024-06-22 18:20:01,0.38,0.89,99,14.00,2
2024-06-22 18:20:02,0.38,0.89,99,14.00,2
2024-06-22 18:20:03,0.39,0.89,99,14.00,2
2024-06-22 18:20:04,0.39,0.89,99,14.00,2
2024-06-22 18:20:05,0.39,0.89,99,14.00,3
2024-06-22 18:20:06,0.39,0.89,99,14.00,3
2024-06-22 18:20:07,0.39,0.89,99,14.00,3
2024-06-22 18:20:08,0.39,0.89,99,14.00,2
2024-06-22 18:20:09,0.39,0.89,99,14.00,3
2024-06-22 18:20:10,0.40,0.89,99,14.00,2
2024-06-22 18:20:11,0.40,0.89,99,14.00,2
2024-06-22 18:20:12,0.40,0.89,99,14.00,2
2024-06-22 18:20:13,0.40,0.89,99,14.00,3
2024-06-22 18:20:14,0.40,0.89,99,14.00,3
2024-06-22 18:20:15,0.40,0.89,99,14.00,2
2024-06-22 18:20:16,0.40,0.89,99,14.00,2
2024-06-22 18:20:17,0.41,0.89,99,14.00,2
2024-06-22 18:20:19,0.41,0.89,99,14.00,2
2024-06-22 18:20:20,0.41,0.89,99,14.00,2
2024-06-22 18:20:21,0.41,0.89,99,14.00,2
2024-06-22 18:20:22,0.41,0.89,99,14.00,2
2024-06-22 18:20:23,0.41,0.89,99,14.00,2
2024-06-22 18:20:24,0.41,0.89,99,14.00,3
2024-06-22 18:20:25,0.41,0.89,99,14.00,3
2024-06-22 18:20:26,0.42,0.89,99,14.00,3
2024-06-22 18:20:27,0.42,0.89,99,14.00,3
2024-06-22 18:20:28,0.42,0.89,99,14.00,2
2024-06-22 18:20:29,0.42,0.89,99,14.00,2
2024-06-22 18:20:30,0.42,0.89,99,14.00,2
2024-06-22 18:20:31,0.42,0.89,99,14.00,2
2024-06-22 18:20:32,0.42,0.89,99,14.00,2
2024-06-22 18:20:33,0.43,0.89,99,14.00,2
2024-06-22 18:20:34,0.43,0.89,99,14.00,3
